image,condition,parse_ok,error,seconds,n_present,n_flagged,n_truth,n_unsupported_vs_clf,n_omit_vs_clf,n_unsupported_but_true,n_unsupported_and_false,unsupported_rate_vs_clf,omit_rate_vs_clf,n_false_vs_truth,precision_vs_truth,recall_vs_truth,normal_film_kept_clean,loc_agree,n_loc_checked
00015895_016.png,A,True,False,29.0,1,2,1,0,1,0,0,0.0,0.5,0,1.0,1.0,,,0
00015895_016.png,B,True,False,11.6,7,2,1,5,0,0,5,0.7143,0.0,6,0.1429,1.0,,,0
00015895_016.png,C,True,False,10.3,5,2,1,3,0,0,3,0.6,0.0,4,0.2,1.0,,1.0,2
00017405_014.png,A,True,False,29.5,2,1,1,2,1,0,2,1.0,1.0,2,0.0,0.0,,,0
00017405_014.png,B,True,False,13.4,8,1,1,7,0,0,7,0.875,0.0,7,0.125,1.0,,,0
00017405_014.png,C,True,False,13.7,8,1,1,7,0,0,7,0.875,0.0,7,0.125,1.0,,1.0,1
00012364_024.png,A,True,False,28.3,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00012364_024.png,B,True,False,9.2,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00012364_024.png,C,True,False,9.0,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00001075_015.png,A,True,False,29.3,4,4,0,2,2,0,2,0.5,0.5,4,0.0,,False,,0
00001075_015.png,B,True,False,12.8,7,4,0,3,0,0,3,0.4286,0.0,7,0.0,,False,,0
00001075_015.png,C,True,False,11.4,7,4,0,3,0,0,3,0.4286,0.0,7,0.0,,False,1.0,4
00007018_027.png,A,True,False,31.0,3,1,0,3,1,0,3,1.0,1.0,3,0.0,,False,,0
00007018_027.png,B,True,False,10.2,4,1,0,3,0,0,3,0.75,0.0,4,0.0,,False,,0
00007018_027.png,C,True,False,11.5,4,1,0,3,0,0,3,0.75,0.0,4,0.0,,False,1.0,1
00021277_012.png,A,True,False,30.2,4,3,0,2,1,0,2,0.5,0.3333,4,0.0,,False,,0
00021277_012.png,B,True,False,13.7,9,3,0,6,0,0,6,0.6667,0.0,9,0.0,,False,,0
00021277_012.png,C,True,False,9.5,3,3,0,0,0,0,0,0.0,0.0,3,0.0,,False,1.0,3
00013992_018.png,A,True,False,33.9,5,4,2,3,2,1,2,0.6,0.5,4,0.2,0.5,,,0
00013992_018.png,B,True,False,12.7,7,4,2,3,0,1,2,0.4286,0.0,5,0.2857,1.0,,,0
00013992_018.png,C,True,False,11.5,4,4,2,0,0,0,0,0.0,0.0,3,0.25,0.5,,1.0,4
00005066_058.png,A,True,False,33.3,4,4,0,2,2,0,2,0.5,0.5,4,0.0,,False,,0
00005066_058.png,B,True,False,10.6,7,4,0,3,0,0,3,0.4286,0.0,7,0.0,,False,,0
00005066_058.png,C,True,False,12.3,6,4,0,2,0,0,2,0.3333,0.0,6,0.0,,False,1.0,4
00008626_019.png,A,True,False,32.7,1,1,1,1,1,0,1,1.0,1.0,1,0.0,0.0,,,0
00008626_019.png,B,True,False,9.7,5,1,1,4,0,0,4,0.8,0.0,4,0.2,1.0,,,0
00008626_019.png,C,True,False,10.2,5,1,1,4,0,0,4,0.8,0.0,4,0.2,1.0,,,0
00003996_000.png,A,True,False,32.5,5,4,0,2,1,0,2,0.4,0.25,5,0.0,,False,,0
00003996_000.png,B,True,False,13.2,9,4,0,5,0,0,5,0.5556,0.0,9,0.0,,False,,0
00003996_000.png,C,True,False,9.8,4,4,0,0,0,0,0,0.0,0.0,4,0.0,,False,1.0,3
00014675_020.png,A,True,False,30.6,0,3,0,0,3,0,0,0.0,1.0,0,,,True,,0
00014675_020.png,B,True,False,10.0,7,3,0,4,0,0,4,0.5714,0.0,7,0.0,,False,,0
00014675_020.png,C,True,False,10.2,4,3,0,1,0,0,1,0.25,0.0,4,0.0,,False,1.0,3
00014906_004.png,A,True,False,32.1,1,0,1,1,0,0,1,1.0,,1,0.0,0.0,,,0
00014906_004.png,B,True,False,12.7,5,0,1,5,0,0,5,1.0,,5,0.0,0.0,,,0
00014906_004.png,C,True,False,12.9,5,0,1,5,0,0,5,1.0,,5,0.0,0.0,,,0
00020408_066.png,A,True,False,31.0,2,1,1,2,1,0,2,1.0,1.0,2,0.0,0.0,,,0
00020408_066.png,B,True,False,13.8,7,1,1,6,0,0,6,0.8571,0.0,6,0.1429,1.0,,,0
00020408_066.png,C,True,False,14.2,3,1,1,2,0,0,2,0.6667,0.0,2,0.3333,1.0,,1.0,1
00026132_029.png,A,True,False,32.6,6,2,1,5,1,0,5,0.8333,0.5,6,0.0,0.0,,,0
00026132_029.png,B,True,False,12.8,9,2,1,7,0,0,7,0.7778,0.0,9,0.0,0.0,,,0
00026132_029.png,C,True,False,11.6,6,2,1,4,0,0,4,0.6667,0.0,6,0.0,0.0,,1.0,2
00004344_023.png,A,True,False,35.0,4,3,1,3,2,0,3,0.75,0.6667,4,0.0,0.0,,,0
00004344_023.png,B,True,False,9.2,5,3,1,2,0,0,2,0.4,0.0,4,0.2,1.0,,,0
00004344_023.png,C,True,False,11.0,5,3,1,2,0,0,2,0.4,0.0,4,0.2,1.0,,1.0,2
00020438_014.png,A,True,False,31.6,6,2,0,4,0,0,4,0.6667,0.0,6,0.0,,False,,0
00020438_014.png,B,True,False,13.2,8,2,0,6,0,0,6,0.75,0.0,8,0.0,,False,,0
00020438_014.png,C,True,False,10.0,7,2,0,5,0,0,5,0.7143,0.0,7,0.0,,False,1.0,2
00019271_024.png,A,True,False,35.5,1,1,0,0,0,0,0,0.0,0.0,1,0.0,,False,,0
00019271_024.png,B,True,False,10.9,6,1,0,5,0,0,5,0.8333,0.0,6,0.0,,False,,0
00019271_024.png,C,True,False,12.1,8,1,0,7,0,0,7,0.875,0.0,8,0.0,,False,1.0,1
00003789_000.png,A,True,False,34.5,5,2,2,3,0,0,3,0.6,0.0,4,0.2,0.5,,,0
00003789_000.png,B,True,False,12.3,6,2,2,4,0,0,4,0.6667,0.0,5,0.1667,0.5,,,0
00003789_000.png,C,True,False,9.9,4,2,2,2,0,0,2,0.5,0.0,3,0.25,0.5,,1.0,2
00001437_003.png,A,True,False,34.3,3,3,0,2,2,0,2,0.6667,0.6667,3,0.0,,False,,0
00001437_003.png,B,True,False,11.0,8,3,0,5,0,0,5,0.625,0.0,8,0.0,,False,,0
00001437_003.png,C,True,False,10.5,3,3,0,0,0,0,0,0.0,0.0,3,0.0,,False,1.0,3
00016009_042.png,A,True,False,33.4,5,4,0,3,2,0,3,0.6,0.5,5,0.0,,False,,0
00016009_042.png,B,True,False,11.7,6,4,0,2,0,0,2,0.3333,0.0,6,0.0,,False,,0
00016009_042.png,C,True,False,12.7,6,4,0,2,0,0,2,0.3333,0.0,6,0.0,,False,1.0,4
00021972_000.png,A,True,False,31.2,1,2,0,0,1,0,0,0.0,0.5,1,0.0,,False,,0
00021972_000.png,B,True,False,15.4,9,2,0,7,0,0,7,0.7778,0.0,9,0.0,,False,,0
00021972_000.png,C,True,False,10.5,2,2,0,0,0,0,0,0.0,0.0,2,0.0,,False,1.0,2
00001558_008.png,A,True,False,33.1,1,3,1,0,2,0,0,0.0,0.6667,0,1.0,1.0,,,0
00001558_008.png,B,True,False,10.9,4,3,1,1,0,0,1,0.25,0.0,3,0.25,1.0,,,0
00001558_008.png,C,True,False,11.1,4,3,1,1,0,0,1,0.25,0.0,3,0.25,1.0,,1.0,3
00028509_040.png,A,True,False,31.3,1,1,2,0,0,0,0,0.0,0.0,0,1.0,0.5,,,0
00028509_040.png,B,True,False,11.1,4,1,2,3,0,1,2,0.75,0.0,2,0.5,1.0,,,0
00028509_040.png,C,True,False,9.2,2,1,2,1,0,1,0,0.5,0.0,0,1.0,1.0,,1.0,1
00015530_152.png,A,True,False,28.8,1,0,0,1,0,0,1,1.0,,1,0.0,,False,,0
00015530_152.png,B,True,False,10.0,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00015530_152.png,C,True,False,10.0,4,0,0,4,0,0,4,1.0,,4,0.0,,False,,0
00010007_125.png,A,True,False,33.3,5,1,2,4,0,0,4,0.8,0.0,4,0.2,0.5,,,0
00010007_125.png,B,True,False,15.4,8,1,2,7,0,1,6,0.875,0.0,6,0.25,1.0,,,0
00010007_125.png,C,True,False,16.4,5,1,2,4,0,0,4,0.8,0.0,4,0.2,0.5,,0.0,1
00022192_021.png,A,True,False,35.7,0,3,0,0,3,0,0,0.0,1.0,0,,,True,,0
00022192_021.png,B,True,False,14.3,10,3,0,7,0,0,7,0.7,0.0,10,0.0,,False,,0
00022192_021.png,C,True,False,10.1,3,3,0,0,0,0,0,0.0,0.0,3,0.0,,False,1.0,3
00008339_001.png,A,True,False,30.9,2,2,0,1,1,0,1,0.5,0.5,2,0.0,,False,,0
00008339_001.png,B,True,False,9.4,4,2,0,2,0,0,2,0.5,0.0,4,0.0,,False,,0
00008339_001.png,C,True,False,10.7,5,2,0,3,0,0,3,0.6,0.0,5,0.0,,False,1.0,2
00013993_127.png,A,True,False,29.7,3,3,2,1,1,0,1,0.3333,0.3333,1,0.6667,1.0,,,0
00013993_127.png,B,True,False,13.6,8,3,2,5,0,0,5,0.625,0.0,6,0.25,1.0,,,0
00013993_127.png,C,True,False,12.8,7,3,2,4,0,0,4,0.5714,0.0,5,0.2857,1.0,,1.0,3
00004893_022.png,A,True,False,35.1,4,1,1,3,0,1,2,0.75,0.0,3,0.25,1.0,,,0
00004893_022.png,B,True,False,13.8,6,1,1,5,0,1,4,0.8333,0.0,5,0.1667,1.0,,,0
00004893_022.png,C,True,False,12.8,6,1,1,5,0,1,4,0.8333,0.0,5,0.1667,1.0,,0.0,1
00011973_013.png,A,True,False,30.0,2,0,0,2,0,0,2,1.0,,2,0.0,,False,,0
00011973_013.png,B,True,False,14.2,7,0,0,7,0,0,7,1.0,,7,0.0,,False,,0
00011973_013.png,C,True,False,14.1,7,0,0,7,0,0,7,1.0,,7,0.0,,False,,0
00030495_000.png,A,True,False,35.7,0,0,0,0,0,0,0,0.0,,0,,,True,,0
00030495_000.png,B,True,False,9.3,3,0,0,3,0,0,3,1.0,,3,0.0,,False,,0
00030495_000.png,C,True,False,13.6,6,0,0,6,0,0,6,1.0,,6,0.0,,False,,0
00020482_012.png,A,True,False,33.9,1,0,2,1,0,0,1,1.0,,1,0.0,0.0,,,0
00020482_012.png,B,True,False,10.1,2,0,2,2,0,0,2,1.0,,2,0.0,0.0,,,0
00020482_012.png,C,True,False,9.3,1,0,2,1,0,0,1,1.0,,1,0.0,0.0,,,0
00029721_000.png,A,True,False,34.4,0,0,0,0,0,0,0,0.0,,0,,,True,,0
